frame,time_sec,face_detected,left_iris_center_x_px,left_iris_center_y_px,right_iris_center_x_px,right_iris_center_y_px,iris_center_x_px,iris_center_y_px,left_iris_x_norm,left_iris_y_norm,right_iris_x_norm,right_iris_y_norm,iris_x_norm,iris_y_norm
1,0.033333,1,637.559004,380.574743,540.040817,391.978498,588.799911,386.27662,2.884318,1.230565,-1.763132,1.051449,0.560593,1.141007
2,0.066667,1,635.513439,381.555959,538.278131,393.340931,586.895785,387.448445,2.856088,1.318939,-1.849771,1.075294,0.503158,1.197116
3,0.1,1,635.940104,382.267528,537.208481,392.869978,586.574292,387.568753,2.848317,1.464877,-1.801697,1.142445,0.52331,1.303661
4,0.133333,1,635.871096,382.594424,537.012339,393.375671,586.441717,387.985048,2.849845,1.381363,-1.82473,0.871462,0.512558,1.126412
5,0.166667,1,635.528669,382.7005,536.969824,393.383739,586.249247,388.04212,2.833087,1.369012,-1.822034,0.8944,0.505526,1.131706
6,0.2,1,635.439959,382.805933,536.790123,393.269037,586.115041,388.037485,2.83416,1.386908,-1.850969,0.942461,0.491595,1.164684
7,0.233333,1,635.35821,382.804989,536.564846,393.228364,585.961528,388.016676,2.839812,1.487787,-1.830267,0.980524,0.504773,1.234156
8,0.266667,1,635.329533,382.581003,536.386337,392.984487,585.857935,387.782745,2.843043,1.528451,-1.841274,0.961426,0.500884,1.244938
9,0.3,1,635.32012,382.514967,536.40976,393.13556,585.86494,387.825263,2.854254,1.450894,-1.830707,0.961708,0.511774,1.206301
10,0.333333,1,635.806837,381.854178,536.537466,392.697297,586.172152,387.275738,2.852172,1.456497,-1.79597,1.081332,0.528101,1.268914
11,0.366667,1,636.360569,381.45514,537.700129,392.232867,587.030349,386.844004,2.844239,1.531659,-1.752833,1.148813,0.545703,1.340236
12,0.4,1,636.45339,381.288092,537.866001,392.306038,587.159696,386.797065,2.845379,1.478248,-1.792188,1.105343,0.526595,1.291796
13,0.433333,1,636.647034,381.116087,537.539902,392.03227,587.093468,386.574179,2.830875,1.540159,-1.776148,1.180223,0.527364,1.360191
14,0.466667,1,636.731825,381.037499,537.614136,391.905713,587.17298,386.471606,2.853636,1.489295,-1.768577,1.228462,0.542529,1.358879
15,0.5,1,636.916428,381.014078,538.014221,391.734653,587.465324,386.374365,2.852586,1.441201,-1.754823,1.199262,0.548881,1.320231
16,0.533333,1,637.006245,381.166556,537.94199,391.969378,587.474117,386.567967,2.859498,1.534568,-1.747271,1.220003,0.556114,1.377286
17,0.566667,1,636.957455,381.350995,538.251028,391.943682,587.604241,386.647339,2.857668,1.505102,-1.78733,1.141762,0.535169,1.323432
18,0.6,1,637.015333,381.348302,538.26479,392.041658,587.640061,386.69498,2.905778,1.37619,-1.790892,1.139796,0.557443,1.257993
19,0.633333,1,636.248379,381.39479,537.917309,391.983014,587.082844,386.688902,2.858292,1.361448,-1.811775,1.032886,0.523258,1.197167
20,0.666667,1,636.257591,381.357937,537.421904,391.934466,586.839747,386.646202,2.855382,1.461943,-1.803626,1.044819,0.525878,1.253381
21,0.7,1,636.022539,381.352261,537.131491,392.014514,586.577015,386.683388,2.860954,1.495025,-1.8196,1.091793,0.520677,1.293409
22,0.733333,1,635.639267,381.686089,537.089949,392.366087,586.364608,387.026088,2.872607,1.36238,-1.831134,1.042247,0.520737,1.202313
23,0.766667,1,635.014849,381.994114,536.689806,392.524874,585.852327,387.259494,2.87231,1.288926,-1.841696,0.943742,0.515307,1.116334
24,0.8,1,634.525375,381.990477,536.347027,392.682781,585.436201,387.336629,2.862042,1.322785,-1.846896,0.988415,0.507573,1.1556
25,0.833333,1,634.472294,381.834673,535.500031,392.722918,584.986162,387.278795,2.846316,1.516776,-1.852205,1.101032,0.497056,1.308904
26,0.866667,1,634.367409,381.816133,535.344658,392.745427,584.856033,387.28078,2.853877,1.526317,-1.837735,1.092018,0.508071,1.309167
27,0.9,1,634.330683,381.91088,535.436363,392.720375,584.883523,387.315627,2.840304,1.507832,-1.842259,1.049565,0.499023,1.278699
28,0.933333,1,634.12776,381.911287,535.552206,392.69807,584.839983,387.304679,2.831689,1.498205,-1.843862,0.990446,0.493913,1.244326
29,0.966667,1,634.083138,381.967592,535.3512,392.833554,584.717169,387.400573,2.834418,1.469651,-1.860315,1.045902,0.487051,1.257777
30,1.0,1,634.123096,381.941886,535.026951,392.72619,584.575024,387.334038,2.853858,1.621112,-1.838647,1.172743,0.507606,1.396927
31,1.033333,1,633.950815,382.024069,535.062323,392.804725,584.506569,387.414397,2.837833,1.534905,-1.866532,1.045196,0.48565,1.290051
